WigleWifi-1.4,appRelease=2.26,model=SM-G930F,release=6.0.1,device=herolte,display=MMB29K.G930FXXU1APF2,board=universal8890,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
78:00:9e:88:88:76,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],2017-12-17 18:36:53,1,-48,32.1094978919121,34.8179803708305,4.86839804813528,16,WIFI
14:ae:db:b1:db:a5,Hai_dayan,[WPA2-PSK-CCMP][ESS],2017-12-17 18:36:53,6,-81,32.1094978919121,34.8179803708305,4.86839804813528,16,WIFI
14:ae:db:3d:bb:92,Bezeq_WiFi_2.4,[ESS],2017-12-17 18:36:53,10,-93,32.1094978919121,34.8179803708305,4.86839804813528,16,WIFI
00:10:f3:61:6b:99,dahari,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-17 18:36:53,1,-91,32.1094978919121,34.8179803708305,4.86839804813528,16,WIFI
e8:d1:1b:72:4c:80,RISSO,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-12-17 18:36:53,11,-89,32.1094978919121,34.8179803708305,4.86839804813528,16,WIFI
08:97:58:33:7e:bc,wifi in car-0019,[WPA-PSK-CCMP][WPS][ESS],2017-12-17 18:36:53,2,-92,32.1094978919121,34.8179803708305,4.86839804813528,16,WIFI
14:ae:db:4e:3f:fd,Eli,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 18:36:53,1,-93,32.1094978919121,34.8179803708305,4.86839804813528,16,WIFI
6c:19:8f:47:7f:40,Bezeq-N_477f3f,[ESS],2017-12-17 18:36:53,6,-93,32.1094978919121,34.8179803708305,4.86839804813528,16,WIFI
42503_6601_3035217,Pmobile,UNKNOWN;il,2017-12-17 18:36:53,0,-103,32.1094978919121,34.8179803708305,4.86839804813528,16,GSM
ca:95:a9:53:4a:9d,portthru,[IBSS],2017-12-17 18:36:57,10,-92,32.1095513753566,34.8180642189174,-12.7167551890181,6,WIFI
06:ae:db:52:35:e5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 18:37:05,9,-92,32.1095857304047,34.8180502850821,-6.39367419535676,4,WIFI
14:ae:db:52:35:e5,michalgli,[WPA2-PSK-CCMP][ESS],2017-12-17 18:37:05,9,-92,32.1095857304047,34.8180502850821,-6.39367419535676,4,WIFI
c4:04:15:25:a2:6c,KOBY,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 18:37:05,11,-92,32.1095857304047,34.8180502850821,-6.39367419535676,4,WIFI
42503_6601_3035220,Pmobile,HSUPA;il,2017-12-17 18:37:11,0,-103,32.1095547996384,34.8180359571344,7.17621052591445,4,GSM
78:00:9e:88:88:76,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],2017-12-17 18:37:57,1,-40,32.1095337382674,34.8180382993652,41.3851123957585,3,WIFI
42503_6601_3035222,Pmobile,HSUPA;il,2017-12-17 18:38:07,0,-103,32.1094949503362,34.8180841973515,23.2954957822546,6,GSM
78:00:9e:88:88:76,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],2017-12-17 18:38:51,1,-35,32.1095262754045,34.8180574105024,39.7141128016367,6,WIFI
78:00:9e:88:88:76,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],2017-12-17 18:39:10,1,-29,32.1095262754045,34.8180574105024,39.7695205167946,8,WIFI
14:ae:db:3d:bb:92,Bezeq_WiFi_2.4,[ESS],2017-12-17 18:39:10,10,-86,32.1095262754045,34.8180574105024,39.7695205167946,8,WIFI
78:00:9e:88:88:76,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],2017-12-17 19:54:33,1,-43,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
14:ae:db:46:cd:3d,AMIR,[WPA2-PSK-CCMP][ESS],2017-12-17 19:54:33,11,-84,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
14:ae:db:4e:3f:fd,Eli,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 19:54:33,1,-81,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
3c:1e:04:08:63:6d,yakov1,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 19:54:33,6,-82,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
06:ae:db:3b:bb:e5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 19:54:33,1,-90,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
00:10:f3:61:6b:99,dahari,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-17 19:54:33,1,-90,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
06:ae:db:46:cd:3d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 19:54:33,11,-86,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
06:ae:db:50:13:45,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 19:54:33,11,-90,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
14:ae:db:59:f1:0d,Ofer,[WPA2-PSK-CCMP][ESS],2017-12-17 19:54:33,11,-91,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
62:a1:51:c3:51:78,Bezeq Free T00B78,[ESS][BLE],2017-12-17 19:54:33,11,-89,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
62:a1:51:c3:51:79,@Cafe,[ESS][BLE],2017-12-17 19:54:33,11,-92,32.10934460846,34.8184215088322,28.9489211260948,6,WIFI
42503_6601_3035217,Pmobile,UNKNOWN;il,2017-12-17 19:54:33,0,-97,32.10934460846,34.8184215088322,28.9489211260948,6,GSM
78:00:9e:88:88:76,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],2017-12-17 19:54:53,1,-37,32.10934460846,34.8184215088322,30.1965906429945,6,WIFI
d4:7b:b0:79:e8:c5,ronen,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-12-17 19:54:53,10,-79,32.10934460846,34.8184215088322,30.1965906429945,6,WIFI
14:ae:db:3b:bb:e5,feldman,[WPA2-PSK-CCMP][ESS],2017-12-17 19:54:53,1,-85,32.10934460846,34.8184215088322,30.1965906429945,6,WIFI
6c:19:8f:47:7f:40,Bezeq-N_477f3f,[ESS],2017-12-17 19:54:53,6,-92,32.10934460846,34.8184215088322,30.1965906429945,6,WIFI
20:4e:7f:24:47:98,shmil,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 19:55:13,11,-91,32.10934460846,34.8184215088322,30.2404868997084,4,WIFI
14:ae:db:3d:bb:92,Bezeq_WiFi_2.4,[ESS],2017-12-17 19:55:13,10,-91,32.10934460846,34.8184215088322,30.2404868997084,4,WIFI
78:00:9e:88:88:76,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],2017-12-17 19:55:22,1,-32,32.10934460846,34.8184215088322,30.2909213555735,4,WIFI
20:4e:7f:24:47:98,shmil,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 19:55:32,11,-86,32.10934460846,34.8184215088322,30.4986670452994,6,WIFI
d0:bf:9c:aa:94:96,HP-Print-96-Deskjet 4640 series,[ESS],2017-12-17 19:56:16,6,-91,32.10934460846,34.8184215088322,30.8509884531271,6,WIFI
78:00:9e:88:88:76,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],2017-12-17 19:57:16,1,-23,32.10934460846,34.8184215088322,30.6636483083093,4,WIFI
14:ae:db:b6:ab:35,RIKI120,[WPA2-PSK-CCMP][ESS],2017-12-17 19:57:32,11,-95,32.10934460846,34.8184215088322,30.7626502949759,4,WIFI
04:a1:51:c3:51:7b,rombeni2,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-12-17 19:58:00,11,-95,32.10934460846,34.8184215088322,30.8815298683675,6,WIFI
42503_6621_572418,Pmobile,UNKNOWN;il,2017-12-17 20:03:20,0,-95,32.1091727884048,34.8182082341187,44.6502277071106,24,GSM
fc:15:b4:74:77:59,HP-Print-59-Officejet 6700,[WPA2-PSK-CCMP][ESS],2017-12-17 20:03:32,11,-89,32.1093787118525,34.8184556203924,33.27184894428,24,WIFI
3c:1e:04:08:63:6e,yakov1,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:03:35,48,-87,32.1091759107879,34.8183401333027,0.463456626806818,8,WIFI
4c:60:de:51:a9:3e,photo,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:03:35,6,-92,32.1091759107879,34.8183401333027,0.463456626806818,8,WIFI
4c:60:de:51:a9:3e,photo,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:03:39,6,-87,32.109246780245,34.8184831225269,-3.82541551290369,8,WIFI
4c:60:de:51:a9:3e,photo,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:03:42,6,-76,32.109346472928,34.8186399964591,-2.66899358804709,8,WIFI
14:ae:db:55:45:5d,Batel,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:03:42,11,-93,32.109346472928,34.8186399964591,-2.66899358804709,8,WIFI
a0:ab:1b:57:21:44,Zehava123,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:03:42,3,-84,32.109346472928,34.8186399964591,-2.66899358804709,8,WIFI
f4:30:b9:62:f6:00,DIRECT-FF-HP DeskJet 3700 series,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:03:42,1,-89,32.109346472928,34.8186399964591,-2.66899358804709,8,WIFI
14:ae:db:5a:01:7d,misha5,[WPA2-PSK-CCMP][ESS],2017-12-17 20:03:42,6,-91,32.109346472928,34.8186399964591,-2.66899358804709,8,WIFI
cc:b2:55:90:5a:19,alon,[WPA2-PSK-CCMP][ESS],2017-12-17 20:03:42,1,-92,32.109346472928,34.8186399964591,-2.66899358804709,8,WIFI
a0:ab:1b:63:ab:58,lielnoam,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:03:42,1,-94,32.109346472928,34.8186399964591,-2.66899358804709,8,WIFI
14:ae:db:30:f8:32,Katalans,[WPA2-PSK-CCMP][ESS],2017-12-17 20:03:42,11,-94,32.109346472928,34.8186399964591,-2.66899358804709,8,WIFI
14:af:db:30:f8:32,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 20:03:42,11,-94,32.109346472928,34.8186399964591,-2.66899358804709,8,WIFI
f4:30:b9:62:f6:00,DIRECT-FF-HP DeskJet 3700 series,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:03:45,1,-81,32.1093926403156,34.8186747460265,1.29346940643841,8,WIFI
d0:0f:6d:81:22:51,rachel,[WPA2-PSK-CCMP][ESS],2017-12-17 20:03:49,8,-91,32.1094749358642,34.8186623762555,-6.43620173194962,8,WIFI
a0:ab:1b:5e:91:c2,adatoj,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:03:49,9,-90,32.1094749358642,34.8186623762555,-6.43620173194962,8,WIFI
e8:d1:1b:72:4c:80,RISSO,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-12-17 20:03:52,11,-89,32.1096201843671,34.8185322547653,-9.99014254071631,6,WIFI
00:8c:54:90:28:41,DORON,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:03:52,1,-90,32.1096201843671,34.8185322547653,-9.99014254071631,6,WIFI
40:9b:cd:d0:17:20,TNS,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:03:54,1,-87,32.1097339142218,34.8183987023562,-11.2998939756173,6,WIFI
74:da:39:98:2a:85,shay,[WPA2-PSK-CCMP][ESS],2017-12-17 20:03:54,11,-90,32.1097339142218,34.8183987023562,-11.2998939756173,6,WIFI
c0:ac:54:f7:f5:50,miki,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-17 20:03:54,6,-90,32.1097339142218,34.8183987023562,-11.2998939756173,6,WIFI
14:ae:db:38:ca:3d,jt-777,[WPA2-PSK-CCMP][ESS],2017-12-17 20:03:54,1,-92,32.1097339142218,34.8183987023562,-11.2998939756173,6,WIFI
40:9b:cd:d0:17:20,TNS,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:03:57,1,-80,32.1099215008267,34.8181563233105,-11.4592077143461,6,WIFI
c0:ac:54:f8:b8:4a,HOTBOX-6B7E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-17 20:03:57,1,-90,32.1099215008267,34.8181563233105,-11.4592077143461,6,WIFI
c0:ac:54:f7:5d:30,HOTBOX-C186,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-17 20:03:57,11,-90,32.1099215008267,34.8181563233105,-11.4592077143461,6,WIFI
1c:5f:2b:91:43:f9,Veganzzzzz,[WPA2-PSK-TKIP][WPS][ESS][BLE],2017-12-17 20:03:57,6,-89,32.1099215008267,34.8181563233105,-11.4592077143461,6,WIFI
42503_6631_568322,Pmobile,UNKNOWN;il,2017-12-17 20:03:57,0,-95,32.1099215008267,34.8181563233105,-11.4592077143461,6,GSM
10:5a:f7:09:08:92,benda_2.4,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:04:00,6,-88,32.1101061303344,34.8178412549948,-14.0510294162874,6,WIFI
c4:12:f5:81:67:da,lior,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:04:00,10,-91,32.1101061303344,34.8178412549948,-14.0510294162874,6,WIFI
60:e3:27:6c:9f:0e,Shmanmanim,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:04:00,1,-93,32.1101061303344,34.8178412549948,-14.0510294162874,6,WIFI
90:8d:78:54:ec:41,efrat,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:04:00,6,-93,32.1101061303344,34.8178412549948,-14.0510294162874,6,WIFI
52:12:f5:81:67:db,BezeqFree,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:04:00,10,-93,32.1101061303344,34.8178412549948,-14.0510294162874,6,WIFI
a0:ab:1b:5e:91:c2,adatoj,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:04:03,9,-94,32.110266283221,34.8175017571912,-12.8783630073556,6,WIFI
10:5a:f7:09:08:92,benda_2.4,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:04:03,6,-80,32.110266283221,34.8175017571912,-12.8783630073556,6,WIFI
90:8d:78:54:ec:41,efrat,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:04:03,6,-87,32.110266283221,34.8175017571912,-12.8783630073556,6,WIFI
74:ea:3a:c3:b6:e2,DANA,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:04:03,1,-88,32.110266283221,34.8175017571912,-12.8783630073556,6,WIFI
d0:0f:6d:82:88:f3,Dana,[WPA2-PSK-CCMP][ESS],2017-12-17 20:04:03,9,-90,32.110266283221,34.8175017571912,-12.8783630073556,6,WIFI
14:ae:db:45:70:f5,noga21,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 20:04:03,6,-92,32.110266283221,34.8175017571912,-12.8783630073556,6,WIFI
e8:fc:af:97:a9:ba,shai,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-12-17 20:04:03,1,-87,32.110266283221,34.8175017571912,-12.8783630073556,6,WIFI
14:ae:db:4b:de:45,Golan,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 20:04:03,6,-90,32.110266283221,34.8175017571912,-12.8783630073556,6,WIFI
06:ae:db:38:ca:3d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 20:04:03,1,-93,32.110266283221,34.8175017571912,-12.8783630073556,6,WIFI
10:be:f5:3c:30:9a,vova,[WPA2-PSK-TKIP][ESS][BLE],2017-12-17 20:04:03,1,-93,32.110266283221,34.8175017571912,-12.8783630073556,6,WIFI
14:ae:db:38:ca:3d,jt-777,[WPA2-PSK-CCMP][ESS],2017-12-17 20:04:06,1,-91,32.1104237266574,34.8172034595036,-11.3393026321134,8,WIFI
06:ae:db:38:ca:3d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 20:04:06,1,-88,32.1104237266574,34.8172034595036,-11.3393026321134,8,WIFI
a0:48:1c:65:76:1a,HP-Print-1A-Deskjet 4640 series,[WPA2-PSK-CCMP][ESS],2017-12-17 20:04:06,11,-89,32.1104237266574,34.8172034595036,-11.3393026321134,8,WIFI
1c:5f:2b:91:43:f9,Veganzzzzz,[WPA2-PSK-TKIP][WPS][ESS][BLE],2017-12-17 20:04:09,6,-88,32.110578601928,34.8169483688552,-7.7888321871426,6,WIFI
42503_6631_568322,Pmobile,UNKNOWN;il,2017-12-17 20:04:09,0,-95,32.110578601928,34.8169483688552,-7.7888321871426,6,GSM
08:97:58:33:ad:a2,wifi in car-0493,[WPA-PSK-CCMP][WPS][ESS],2017-12-17 20:04:12,3,-83,32.1106644370962,34.8167806229314,-6.25698540509579,8,WIFI
62:ee:0c:3b:15:b6,BezeqFree,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:04:46,11,-93,32.1108176497041,34.8166181391066,-2.70007737841801,4,WIFI
42503_6631_568322,Pmobile,UNKNOWN;il,2017-12-17 20:05:03,0,-95,32.1118797900745,34.8166459543965,13.7731421711094,8,GSM
e4:6f:13:73:1c:ba,segal,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:05:09,9,-86,32.1127744094184,34.8167565360405,15.7147995012891,8,WIFI
42503_6631_568322,Pmobile,UNKNOWN;il,2017-12-17 20:05:12,0,-95,32.1131763269085,34.8168043000378,17.4813211353395,8,GSM
02:08:22:c4:8d:fe,X5pro,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:05:18,11,-83,32.1135442546896,34.8168454017996,20.4267420032143,6,WIFI
02:08:22:c4:8d:fe,X5pro,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:05:21,11,-76,32.1135442546896,34.8168454017996,20.45323573053,6,WIFI
6a:12:f5:ff:da:35,BezeqFree,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:05:21,1,-86,32.1135442546896,34.8168454017996,20.45323573053,6,WIFI
14:af:db:31:66:f2,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 20:05:21,2,-90,32.1135442546896,34.8168454017996,20.45323573053,6,WIFI
14:ae:db:c6:79:b2,Harel-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 20:05:21,7,-94,32.1135442546896,34.8168454017996,20.45323573053,6,WIFI
c8:be:19:09:d9:61,chenp,[WEP][ESS],2017-12-17 20:05:21,11,-90,32.1135442546896,34.8168454017996,20.45323573053,6,WIFI
14:af:db:31:66:f2,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 20:05:24,2,-70,32.1135442546896,34.8168454017996,20.488915976034,6,WIFI
14:ae:db:31:66:f2,sam2,[WPA2-PSK-CCMP][ESS],2017-12-17 20:05:30,2,-85,32.1135442546896,34.8168454017996,20.739714995724,8,WIFI
14:ae:db:b7:e8:65,aazur,[WPA2-PSK-CCMP][ESS],2017-12-17 20:05:33,11,-94,32.1135980090348,34.8168490093795,24.7330781617392,4,WIFI
a4:2b:b0:d6:2b:d2,TP-LINK_AP_2BD2,[WPS][ESS],2017-12-17 20:05:33,5,-91,32.1135980090348,34.8168490093795,24.7330781617392,4,WIFI
14:9d:09:80:03:09,HUAWEI-0309,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:05:38,3,-74,32.1140545893439,34.8169046565604,29.6139506713769,4,WIFI
42503_6631_568322,Pmobile,UNKNOWN;il,2017-12-17 20:05:41,0,-95,32.1144453261004,34.8169556305319,31.1167734248006,4,GSM
0c:f4:d5:3c:53:7c,Cafeteria,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:05:47,36,-82,32.1154045262144,34.8171360545296,32.6896769787383,8,WIFI
14:cc:20:d0:1e:9f,HOTFiber-Stitch,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:05:47,40,-86,32.1154045262144,34.8171360545296,32.6896769787383,8,WIFI
14:cc:20:d0:1e:9e,HOTFiber-Stitch,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:05:47,6,-88,32.1154045262144,34.8171360545296,32.6896769787383,8,WIFI
0c:f4:d5:7c:53:7c,Kirya-Wifi,[ESS][BLE],2017-12-17 20:05:47,36,-82,32.1154045262144,34.8171360545296,32.6896769787383,8,WIFI
08:1f:f3:e0:03:e0,Afeka-Wifi,[ESS][BLE],2017-12-17 20:05:47,9,-90,32.1154045262144,34.8171360545296,32.6896769787383,8,WIFI
14:ae:db:c7:fb:0d,cohen_family,[WPA2-PSK-CCMP][ESS],2017-12-17 20:05:50,9,-87,32.1159698194435,34.8172793359773,33.0791415044792,6,WIFI
06:ae:db:c7:fb:0d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 20:05:50,9,-88,32.1159698194435,34.8172793359773,33.0791415044792,6,WIFI
5c:83:8f:0a:53:43,SOS,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:05:50,6,-92,32.1159698194435,34.8172793359773,33.0791415044792,6,WIFI
42503_6631_568322,Pmobile,UNKNOWN;il,2017-12-17 20:05:50,0,-95,32.1159698194435,34.8172793359773,33.0791415044792,6,GSM
0c:f4:d5:3c:53:7c,Cafeteria,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:05:53,36,-82,32.1165332092917,34.8174537925032,33.7036095897017,6,WIFI
14:cc:20:d0:1e:9f,HOTFiber-Stitch,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:05:53,40,-86,32.1165332092917,34.8174537925032,33.7036095897017,6,WIFI
14:cc:20:d0:1e:9e,HOTFiber-Stitch,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:05:53,6,-88,32.1165332092917,34.8174537925032,33.7036095897017,6,WIFI
0c:f4:d5:7c:53:7c,Kirya-Wifi,[ESS][BLE],2017-12-17 20:05:53,36,-82,32.1165332092917,34.8174537925032,33.7036095897017,6,WIFI
08:1f:f3:e0:03:e0,Afeka-Wifi,[ESS][BLE],2017-12-17 20:05:53,9,-90,32.1165332092917,34.8174537925032,33.7036095897017,6,WIFI
14:ae:db:c7:fb:0d,cohen_family,[WPA2-PSK-CCMP][ESS],2017-12-17 20:05:56,9,-87,32.117042270596,34.8176525464176,34.2878373412911,6,WIFI
06:ae:db:c7:fb:0d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 20:05:56,9,-88,32.117042270596,34.8176525464176,34.2878373412911,6,WIFI
5c:83:8f:0a:53:43,SOS,[WPA2-PSK-CCMP][ESS][BLE],2017-12-17 20:05:56,6,-92,32.117042270596,34.8176525464176,34.2878373412911,6,WIFI
42503_6631_568322,Pmobile,UNKNOWN;il,2017-12-17 20:05:56,0,-95,32.117042270596,34.8176525464176,34.2878373412911,6,GSM
4a:d9:e7:4d:9a:46,Azougy,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-12-17 20:05:59,11,-91,32.1174904768344,34.8178528143509,34.843739403131,6,WIFI
42503_6631_568323,Pmobile,UNKNOWN;il,2017-12-17 20:05:59,0,-95,32.1174904768344,34.8178528143509,34.843739403131,6,GSM
42503_6631_568321,Pmobile,UNKNOWN;il,2017-12-17 20:06:08,0,-95,32.1180789113905,34.8181024547849,36.208729001243,4,GSM
50:8f:4c:42:05:7a,avishp,[WPA2-PSK-CCMP][ESS],2017-12-17 20:06:17,11,-87,32.1180959638532,34.8181143697756,36.2695893286654,4,WIFI
50:8f:4c:42:05:7a,avishp,[WPA2-PSK-CCMP][ESS],2017-12-17 20:06:26,11,-81,32.1185335705524,34.8181563014608,38.4916335075173,6,WIFI
10:be:f5:3d:c2:7a,Bezeq_WiFi,[ESS][BLE],2017-12-17 20:06:26,11,-89,32.1185335705524,34.8181563014608,38.4916335075173,6,WIFI
42503_6631_568323,Pmobile,UNKNOWN;il,2017-12-17 20:06:26,0,-95,32.1185335705524,34.8181563014608,38.4916335075173,6,GSM
50:8f:4c:42:05:7a,avishp,[WPA2-PSK-CCMP][ESS],2017-12-17 20:06:35,11,-81,32.1187945800899,34.817130569373,40.8969859028062,4,WIFI
14:ae:db:3d:81:02,butz,[WPA2-PSK-CCMP][ESS],2017-12-17 20:06:35,2,-87,32.1187945800899,34.817130569373,40.8969859028062,4,WIFI
42503_6631_568323,Pmobile,UNKNOWN;il,2017-12-17 20:06:35,0,-95,32.1187945800899,34.817130569373,40.8969859028062,4,GSM
50:8f:4c:42:05:7a,avishp,[WPA2-PSK-CCMP][ESS],2017-12-17 20:06:44,11,-83,32.1189011140154,34.8158471956309,43.85784172961,4,WIFI
58:70:c6:fe:34:51,YICarCam_fe3451,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:06:44,7,-85,32.1189011140154,34.8158471956309,43.85784172961,4,WIFI
42503_6631_568323,Pmobile,UNKNOWN;il,2017-12-17 20:06:44,0,-95,32.1189011140154,34.8158471956309,43.85784172961,4,GSM
50:8f:4c:42:05:7a,avishp,[WPA2-PSK-CCMP][ESS],2017-12-17 20:06:50,11,-78,32.1189169320016,34.8149092566955,45.5603253792851,4,WIFI
42503_6631_568323,Pmobile,UNKNOWN;il,2017-12-17 20:06:53,0,-95,32.1189329505613,34.8143544629744,46.1370947062344,4,GSM
50:8f:4c:42:05:7a,avishp,[WPA2-PSK-CCMP][ESS],2017-12-17 20:06:56,11,-74,32.118963071938,34.8137718432671,46.342679770152,4,WIFI
42503_6631_568323,Pmobile,UNKNOWN;il,2017-12-17 20:06:59,0,-95,32.1189975828445,34.813235135061,46.3774591835058,4,GSM
48:f8:b3:f0:5f:b0,ANKORION,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 20:07:02,1,-85,32.1189973539704,34.8128017012407,46.4255353920343,4,WIFI
e0:46:9a:66:03:00,pisk1,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:07:02,11,-91,32.1189973539704,34.8128017012407,46.4255353920343,4,WIFI
14:ae:db:a1:fe:55,TEAM,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 20:07:05,6,-90,32.1190167880342,34.8123453772787,46.1715834256263,4,WIFI
42503_6631_319489,Pmobile,UNKNOWN;il,2017-12-17 20:07:05,0,-95,32.1190167880342,34.8123453772787,46.1715834256263,4,GSM
42503_6631_319489,Pmobile,UNKNOWN;il,2017-12-17 20:07:14,0,-95,32.1194709766318,34.8111719923804,45.1969464554239,4,GSM
42503_6631_319489,Pmobile,UNKNOWN;il,2017-12-17 20:07:26,0,-95,32.120812362298,34.8108295638517,39.6249074986443,4,GSM
42503_6631_319489,Pmobile,UNKNOWN;il,2017-12-17 20:07:35,0,-95,32.1221100591757,34.8107004758593,37.6102276771149,4,GSM
42503_6631_319489,Pmobile,UNKNOWN;il,2017-12-17 20:07:41,0,-95,32.1231643120359,34.8106737895181,38.0046467581584,4,GSM
42503_6631_259586,Pmobile,UNKNOWN;il,2017-12-17 20:07:44,0,-95,32.1237171270001,34.8106638766197,38.167875420404,4,GSM
42503_6631_259586,Pmobile,UNKNOWN;il,2017-12-17 20:07:50,0,-95,32.1249808210602,34.8106034425858,38.9215811059918,4,GSM
